,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
2401,5300,1772,SU,300,1C5,Saint Vincent Hospital Massachusetts,H,3.4,High Honors,3.72,Honors,79,Honors,74,Honors,High Honors,Honors,Honors
2402,5301,1772,NU,302,3B3,UMMHC-University Campus,HH,94.5,High Honors,3.55,High Honors,85,High Honors,20,High Honors,High Honors,High Honors,High Honors
2403,5301,1772,ME,300B,3C5,UMMHC-Marlborough Hospital,HH,3.65,High Honors,3.59,High Honors,3.8,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
2404,4900,1106,PS,300,S1A,Berkshire Medical Center,H,NA,NA,NA,Honors,86,Pass,79,Honors,NA,Honors,Pass
2405,4900,1106,FC,300,S1B,Worcester Area North,H,NA,High Honors,39.28,NA,12.7,Honors,12.94,Honors,High Honors,NA,Honors
2406,4900,1106,PE,300,S1C,Baystate Medical Center,H,NA,Honors,3.2,NA,71,Honors,89,Honors,Honors,NA,Honors
2407,4901,1106,OB,300,S3C,UMMHC-Memorial Campus,H,NA,High Honors,43,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
2408,4900,1106,NU,302,2B3,Milford Regional Medical Center,H,NA,High Honors,3.67,Honors,80,Honors,16,Honors,High Honors,Honors,Honors
2409,5100,1549,SU,300,S1B,Milford Regional Medical Center,H,NA,Honors,3.31,Pass,72,Honors,72,Honors,Honors,Pass,Honors
2410,5100,1549,OB,300,S1C,UMMHC-Memorial Campus,H,NA,Honors,35,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2411,5100,1549,NU,302,S2A,Berkshire Medical Center,P,NA,Honors,3.08,Pass,73,Pass,13,Pass,Honors,Pass,Pass
2412,5100,1549,ME,300B,S2C,UMMHC-Memorial Campus,H,NA,Honors,3.47,Honors,3.4,High Honors,4,Honors,Honors,Honors,High Honors
2413,5101,1549,PS,300,S3A,Berkshire Medical Center,H,NA,High Honors,89,Honors,84,Honors,86,Honors,High Honors,Honors,Honors
2414,5101,1549,PE,300,S3B,UMMHC-University Campus,P,NA,Pass,2.82,NA,69,Honors,86,Pass,Pass,NA,Honors
2415,5101,1549,FC,300,S3C,Worcester Area South,H,NA,Honors,35.68,NA,13.3,Honors,17,Honors,Honors,NA,Honors
2416,5000,1235,OB,300,S1A,Milford Regional Medical Center,H,NA,Honors,35,Honors,11,Pass,19,Honors,Honors,Honors,Pass
2417,4900,1235,SU,300,S1C,UMMHC-University & Memorial Campuses,H,NA,Honors,3.36,Pass,62,Pass,67,Honors,Honors,Pass,Pass
2418,4900,1235,PE,300,S2A,UMMHC-University Campus,P,NA,Pass,2.6,NA,76,Pass,81,Pass,Pass,NA,Pass
2419,4900,1235,PS,300,S2B,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Pass,72,Honors,81,Honors,NA,Pass,Honors
2420,4900,1235,FC,300,S2C,Worcester Area North,HH,NA,High Honors,38.88,NA,14.9,High Honors,13.83,High Honors,High Honors,NA,High Honors
2421,4901,1235,NU,302,3C3,Cape Cod Hospital,H,NA,Honors,3.29,Pass,70,Honors,17,Honors,Honors,Pass,Honors
2422,5300,1789,OB,300,S1B,UMMHC-Memorial Campus,H,83,High Honors,40,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
2423,5300,1789,PE,300,S2A,UMMHC-University Campus,HH,3.45,High Honors,3.57,Honors,85,Pass,82,High Honors,High Honors,Honors,Pass
2424,5300,1789,FC,300,S2B,Worcester Area South,H,94.27,High Honors,43.75,Honors,18.06,Honors,17.76,Honors,High Honors,Honors,Honors
2425,5300,1789,PS,300,S2C,UMMHC-C/L,HH,90,High Honors,87,Honors,86,High Honors,92,High Honors,High Honors,Honors,High Honors
2426,5300,1789,SU,300,1A5,UMMHC-Memorial MIS,H,3.4,High Honors,3.96,Pass,65,Honors,73,Honors,High Honors,Pass,Honors
2427,5301,1789,ME,300B,3B5,Saint Vincent Hospital Massachusetts,HH,3.58,High Honors,3.54,High Honors,3.6,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
2428,5301,1789,NU,302,3C3,UMMHC-University Campus,H,82.1,Honors,3.31,Pass,70,Pass,14,Honors,Honors,Pass,Pass
2429,5100,1305,NU,302,S1A,UMMHC-University Campus,H,NA,Honors,3.47,Honors,80,Pass,13,Honors,Honors,Honors,Pass
2430,5100,1305,ME,300B,S1B,Milford Regional Medical Center,H,NA,Honors,3.3,Pass,2,High Honors,4,Honors,Honors,Pass,High Honors
2431,5100,1305,SU,300,S2A,UMMHC-University Haidak,H,NA,High Honors,3.77,Pass,69,Honors,72,Honors,High Honors,Pass,Honors
2432,5100,1305,OB,300,S2B,Milford Regional Medical Center,H,NA,High Honors,41,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
2433,5101,1305,FC,300,S3A,Worcester Area North,H,NA,High Honors,39.28,NA,13.1,Honors,16.88,Honors,High Honors,NA,Honors
2434,5101,1305,PE,300,S3B,UMMHC-University Campus,H,NA,Honors,3.39,NA,74,High Honors,90,Honors,Honors,NA,High Honors
2435,5101,1305,PS,300,S3C,UMMHC-8 East,H,NA,Honors,82,Honors,82,Honors,83,Honors,Honors,Honors,Honors
2436,5300,1766,FC,300,S1A,Worcester Area North,HH,93.58,Honors,39.71,High Honors,19.19,High Honors,19.68,High Honors,Honors,High Honors,High Honors
2437,5300,1766,PE,300,S1B,UMMHC-University Campus,H,3.39,Honors,3.36,Pass,84,Honors,89,Honors,Honors,Pass,Honors
2438,5300,1766,PS,300,S1C,UMMHC-8 East,HH,92,High Honors,92,High Honors,92,High Honors,93,High Honors,High Honors,High Honors,High Honors
2439,5301,1766,OB,300,S3A,UMMHC-Memorial Campus,H,87,High Honors,41,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
2440,5300,1766,NU,302,2A4,Saint Vincent Hospital Massachusetts,H,87.9,Honors,3.27,High Honors,86,Honors,16,Honors,Honors,High Honors,Honors
2441,5300,1766,ME,300B,2C5,Falmouth Hospital,H,3.46,High Honors,3.56,Honors,3.2,Honors,3,Honors,High Honors,Honors,Honors
2442,5301,1766,SU,300,3B5,Saint Vincent Hospital Massachusetts,HH,4,High Honors,3.98,High Honors,86,High Honors,78,High Honors,High Honors,High Honors,High Honors
2443,4900,1166,FC,300,S2A,Worcester Area North,HH,NA,High Honors,39.68,NA,13.1,High Honors,13.83,High Honors,High Honors,NA,High Honors
2444,4900,1166,PE,300,S2B,Baystate Medical Center,H,NA,High Honors,3.43,NA,77,High Honors,91,Honors,High Honors,NA,High Honors
2445,4900,1166,PS,300,S2C,Cape Cod Hospital,HH,NA,NA,NA,High Honors,93,Honors,87,High Honors,NA,High Honors,Honors
2446,4901,1166,OB,300,S3B,UMMHC-Memorial Campus,HH,NA,Honors,39,High Honors,15,High Honors,23,High Honors,Honors,High Honors,High Honors
2447,4901,1166,SU,300,S3C,Cape Cod Hospital,HH,NA,High Honors,3.61,High Honors,87,High Honors,80,High Honors,High Honors,High Honors,High Honors
2448,4900,1166,NU,302,1B4,Berkshire Medical Center,H,NA,Honors,3.33,Honors,79,Pass,13,Honors,Honors,Honors,Pass
2449,5400,1394,PS,300,S1B,Berkshire Medical Center,H,91,High Honors,93,Honors,88,Honors,84,Honors,High Honors,Honors,Honors
2450,5400,1394,FC,300,S1C,Worcester Area North,H,91.41,High Honors,42.23,Pass,16.2,High Honors,18.08,Honors,High Honors,Pass,High Honors
2451,5401,1394,OB,300,S3A,Cape Cod Hospital,H,82,Honors,37,Honors,11,Honors,20,Honors,Honors,Honors,Honors
2452,5400,1394,ME,300B,2B5,Saint Vincent Hospital Massachusetts,H,3.34,High Honors,3.54,Pass,2.6,Honors,3,Honors,High Honors,Pass,Honors
2453,5400,1394,NU,302,2C3,UMMHC-University Campus,H,87.7,Honors,3.69,Pass,71,Honors,81,Honors,Honors,Pass,Honors
2454,5401,1394,SU,300,3B5,UMMHC-Memorial Surgical Oncology,H,2.8,Honors,3.43,Pass,72,High Honors,82,Honors,Honors,Pass,High Honors
2455,4900,1248,OB,300,S2B,UMMHC-Memorial Campus,H,NA,Honors,37,Pass,7,Pass,19,Honors,Honors,Pass,Pass
2456,4900,1248,SU,300,S2C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.71,Honors,77,Honors,74,Honors,High Honors,Honors,Honors
2457,4901,1248,PE,300,S3A,UMMHC-University Campus,H,NA,Honors,3.43,NA,67,Honors,86,Honors,Honors,NA,Honors
2458,4901,1248,PS,300,S3B,UMMHC-8 East,H,NA,NA,NA,Pass,77,Pass,76,Honors,NA,Pass,Pass
2459,4901,1248,FC,300,S3C,Worcester Area North,H,NA,Honors,36.88,NA,12.66,Pass,11.12,Honors,Honors,NA,Pass
2460,4900,1248,NU,302,1C3,Saint Vincent Hospital Massachusetts,P,NA,Honors,3.33,Honors,79,Pass,10,Pass,Honors,Honors,Pass
2461,5200,1599,OB,300,S2C,UMMHC-Memorial Campus,H,NA,Honors,39,Honors,11,Pass,20,Honors,Honors,Honors,Pass
2462,5201,1599,PE,300,S3A,UMMHC-University Campus,H,NA,High Honors,3.57,Pass,68,Honors,88,Honors,High Honors,Pass,Honors
2463,5201,1599,FC,300,S3B,Worcester Area South,H,NA,High Honors,43.34,Pass,16.45,Pass,15.63,Honors,High Honors,Pass,Pass
2464,5201,1599,PS,300,S3C,Cape Cod Hospital,H,NA,High Honors,98,Honors,87,Pass,73,Honors,High Honors,Honors,Pass
2465,5200,1599,ME,300B,1A5,Milford Regional Medical Center,H,NA,High Honors,3.6,High Honors,3.6,Honors,3,Honors,High Honors,High Honors,Honors
2466,5200,1599,NU,302,1B3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.33,High Honors,89,Pass,13,Honors,Honors,High Honors,Pass
2467,5200,1599,SU,300,2B5,Cape Cod Hospital,HH,NA,High Honors,3.59,Honors,80,High Honors,77,High Honors,High Honors,Honors,High Honors
2468,5300,1300,PE,300,S1A,UMMHC-University Campus,H,3.08,Honors,2.95,Pass,71,Honors,89,Honors,Honors,Pass,Honors
2469,5300,1300,PS,300,S1B,TaraVista Behavioral Health Center,H,91,High Honors,97,Honors,82,Honors,84,Honors,High Honors,Honors,Honors
2470,4902,1300,OB,300,S1C,Cape Cod Hospital,H,NA,Honors,40,Honors,11,Honors,21,Honors,Honors,Honors,Honors
2471,5300,1300,FC,300,S2C,Worcester Area South,H,92.83,Honors,41.7,High Honors,19.61,Honors,17.42,Honors,Honors,High Honors,Honors
2472,4902,1300,SU,300,1B5,Berkshire Medical Center,H,NA,High Honors,3.57,Pass,65,Pass,83,Honors,High Honors,Pass,Pass
2473,5301,1300,NU,302,3A4,Milford Regional Medical Center,HH,94.2,High Honors,3.83,Honors,77,High Honors,20,High Honors,High Honors,Honors,High Honors
2474,5301,1300,ME,300B,3B5,Milford Regional Medical Center,H,3.44,High Honors,3.71,Pass,2.8,Honors,3,Honors,High Honors,Pass,Honors
2475,5400,1995,OB,300,S2C,"Baystate Medical Center - Springfield, MA",H,86,High Honors,43,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
2476,5401,1995,FC,300,S3A,"Baystate Medical Center - Springfield, MA",HH,93.81,Honors,41.7,High Honors,18.4,High Honors,18.71,High Honors,Honors,High Honors,High Honors
2477,5401,1995,PE,300,S3B,"Baystate Medical Center - Springfield, MA",HH,3.75,High Honors,3.49,High Honors,85,High Honors,93,High Honors,High Honors,High Honors,High Honors
2478,5401,1995,PS,300,S3C,"Baystate Medical Center - Springfield, MA",H,92,High Honors,96,Honors,83,Honors,87,Honors,High Honors,Honors,Honors
2479,5400,1995,NU,302,1A4,"Baystate Medical Center - Springfield, MA",H,84.95,High Honors,3.73,Honors,80,Honors,82,Honors,High Honors,Honors,Honors
2480,5400,1995,ME,300B,1B5,"Baystate Medical Center - Springfield, MA",H,3.3,High Honors,3.54,Pass,2.4,Honors,3,Honors,High Honors,Pass,Honors
2481,5400,1995,SU,300,2A5,"Baystate Medical Center - Springfield, MA",H,2.8,Honors,3.43,Honors,77,Honors,72,Honors,Honors,Honors,Honors
2482,5200,1598,OB,300,S1A,UMMHC-Memorial Campus,HH,NA,High Honors,44,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
2483,5200,1598,PE,300,S2A,UMMHC-University Campus,HH,NA,High Honors,3.7,High Honors,85,High Honors,90,High Honors,High Honors,High Honors,High Honors
2484,5200,1598,PS,300,S2B,UMMHC-8 East,HH,NA,High Honors,93,High Honors,91,High Honors,88,High Honors,High Honors,High Honors,High Honors
2485,5200,1598,FC,300,S2C,Worcester Area North,HH,NA,High Honors,44.57,Honors,17.41,High Honors,18.13,High Honors,High Honors,Honors,High Honors
2486,5200,1598,SU,300,1B5,Cape Cod Hospital,HH,NA,High Honors,3.59,High Honors,77,High Honors,76,High Honors,High Honors,High Honors,High Honors
2487,5201,1598,ME,300B,3B5,UMMHC-Memorial Campus,HH,NA,Honors,3.48,High Honors,3.7,High Honors,4,High Honors,Honors,High Honors,High Honors
2488,5201,1598,NU,302,3C3,UMMHC-University Campus,HH,NA,High Honors,3.59,High Honors,91,Honors,16,High Honors,High Honors,High Honors,Honors
2489,5000,1201,OB,300,S1B,UMMHC-Memorial Campus,H,NA,Honors,37,Pass,7,Honors,22,Honors,Honors,Pass,Honors
2490,5001,1201,PE,300,S3A,UMMHC-University Campus,H,NA,High Honors,3.5,NA,79,Pass,82,Honors,High Honors,NA,Pass
2491,5001,1201,FC,300,S3B,Worcester Area South,HH,NA,High Honors,39.28,NA,13.3,Honors,12.71,High Honors,High Honors,NA,Honors
2492,5001,1201,PS,300,S3C,TaraVista Behavioral Health Center,S,NA,NA,NA,Honors,84,Honors,87,Satisfactory,NA,Honors,Honors
2493,5000,1201,SU,300,1C5,Cape Cod Hospital,H,NA,High Honors,3.59,High Honors,82,Pass,79,Honors,High Honors,High Honors,Pass
2494,5000,1201,ME,300B,2A5,UMMHC-Memorial Campus,H,NA,High Honors,3.51,Pass,2.7,Honors,3,Honors,High Honors,Pass,Honors
2495,5000,1201,NU,302,2C3,UMMHC-University Campus,H,NA,High Honors,3.49,Honors,78,Pass,10,Honors,High Honors,Honors,Pass
2496,5200,1519,OB,300,S2A,UMMHC-Memorial Campus,H,NA,Honors,39,High Honors,15,Honors,21,Honors,Honors,High Honors,Honors
2497,5201,1519,PE,300,S3A,Baystate Medical Center,HH,NA,High Honors,3.71,Honors,87,High Honors,90,High Honors,High Honors,Honors,High Honors
2498,5201,1519,FC,300,S3B,Worcester Area South,H,NA,High Honors,42.93,Honors,17.76,Honors,17.5,Honors,High Honors,Honors,Honors
2499,5201,1519,PS,300,S3C,UMMHC-C/L,HH,NA,High Honors,91,High Honors,93,Pass,78,High Honors,High Honors,High Honors,Pass
2500,5200,1519,NU,302,1A4,Baystate Medical Center,H,NA,Honors,3.45,High Honors,88,Pass,13,Honors,Honors,High Honors,Pass
2501,5200,1519,ME,300B,1C5,UMMHC-Memorial Campus,HH,NA,Honors,3.46,High Honors,3.9,High Honors,4,High Honors,Honors,High Honors,High Honors
2502,5200,1519,SU,300,2C5,UMMHC-University Haidak,HH,NA,High Honors,3.75,High Honors,84,Honors,72,High Honors,High Honors,High Honors,Honors
2503,5100,1447,OB,300,S1A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,40,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
2504,5100,1447,SU,300,S1B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.29,Pass,65,Honors,71,Honors,Honors,Pass,Honors
2505,5100,1447,NU,302,S2B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.3,Pass,74,High Honors,20,Honors,Honors,Pass,High Honors
2506,5100,1447,ME,300B,S2C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.46,Pass,2.3,High Honors,4,Honors,Honors,Pass,High Honors
2507,5101,1447,PE,300,S3A,"Baystate Medical Center - Springfield, MA",HH,NA,Honors,3.21,NA,79,High Honors,91,High Honors,Honors,NA,High Honors
2508,5101,1447,FC,300,S3B,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,39.68,NA,13.5,High Honors,17.98,High Honors,High Honors,NA,High Honors
2509,5101,1447,PS,300,S3C,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,89,Honors,89,Honors,87,Honors,High Honors,Honors,Honors
2510,5200,1558,FC,300,S2A,Worcester Area North,H,NA,High Honors,43.75,Pass,16.85,Honors,17.5,Honors,High Honors,Pass,Honors
2511,5200,1558,PS,300,S2B,TaraVista Behavioral Health Center,HH,NA,High Honors,100,High Honors,91,Honors,86,High Honors,High Honors,High Honors,Honors
2512,5200,1558,PE,300,S2C,UMMHC-University Campus,HH,NA,Honors,3.45,Honors,83,Honors,88,High Honors,Honors,Honors,Honors
2513,5201,1558,OB,300,S3B,Saint Vincent Hospital Massachusetts,H,NA,High Honors,44,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
2514,5200,1558,ME,300B,1A5,UMMHC-Memorial Campus,H,NA,Honors,3.42,High Honors,4,Honors,3,Honors,Honors,High Honors,Honors
2515,5200,1558,NU,302,1C3,Baystate Medical Center,HH,NA,High Honors,3.55,High Honors,87,Honors,16,High Honors,High Honors,High Honors,Honors
2516,5201,1558,SU,300,3A5,UMMHC-Memorial Colorectal,HH,NA,High Honors,3.72,High Honors,87,High Honors,79,High Honors,High Honors,High Honors,High Honors
2517,4900,1131,PE,300,S2A,UMMHC-University Campus,H,NA,Honors,3.05,NA,76,Honors,86,Honors,Honors,NA,Honors
2518,4900,1131,PS,300,S2B,Worcester Recovery Center and Hospital - Adult Unit,HH,NA,NA,NA,Honors,84,High Honors,94,High Honors,NA,Honors,High Honors
2519,4900,1131,FC,300,S2C,Worcester Area South,HH,NA,High Honors,38.88,NA,13.4,High Honors,15,High Honors,High Honors,NA,High Honors
2520,4901,1131,OB,300,S3B,UMMHC-Memorial Campus,HH,NA,Honors,36,Honors,11,High Honors,23,High Honors,Honors,Honors,High Honors
2521,4901,1131,SU,300,S3C,Milford Regional Medical Center,H,NA,High Honors,3.56,Honors,78,High Honors,82,Honors,High Honors,Honors,High Honors
2522,4900,1131,NU,302,1A4,Saint Vincent Hospital Massachusetts,H,NA,Honors,3,Honors,79,High Honors,20,Honors,Honors,Honors,High Honors
2523,5400,1937,FC,300,S1B,Worcester Area South,H,90.38,High Honors,43.34,Pass,15.6,Honors,17.14,Honors,High Honors,Pass,Honors
2524,5400,1937,PE,300,S1C,UMMHC-University Campus,H,3.32,Honors,3.43,Honors,80,Honors,86,Honors,Honors,Honors,Honors
2525,5401,1937,OB,300,S3C,UMMHC-Memorial Campus,HH,88,High Honors,41,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
2526,5400,1937,ME,300B,2A5,UMMHC-Memorial Campus,H,3.58,High Honors,3.7,Pass,2.9,High Honors,3.5,Honors,High Honors,Pass,High Honors
2527,5400,1937,NU,302,2C3,UMMHC-University Campus,H,86.25,Honors,3.69,Honors,77,Honors,74,Honors,Honors,Honors,Honors
2528,5401,1937,SU,300,3A5,Saint Vincent Hospital Massachusetts,H,3.4,High Honors,3.61,Pass,66,Honors,70,Honors,High Honors,Pass,Honors
2529,5000,1330,PE,300,S2A,UMMHC-University Campus,HH,NA,Honors,3.39,NA,78,Honors,88,High Honors,Honors,NA,Honors
2530,5000,1330,PS,300,S2B,UMMHC-8 East,H,NA,NA,NA,Honors,86,Honors,82,Honors,NA,Honors,Honors
2531,5000,1330,FC,300,S2C,Worcester Area South,HH,NA,High Honors,39.68,NA,12.7,Honors,12.1,High Honors,High Honors,NA,Honors
2532,5001,1330,OB,300,S3C,UMMHC-Memorial Campus,S,NA,NA,NA,Satisfactory,14,Satisfactory,24,Satisfactory,NA,Satisfactory,Satisfactory
2533,5000,1330,NU,302,1A4,UMMHC-University Campus,H,NA,High Honors,3.67,Honors,80,Honors,16,Honors,High Honors,Honors,Honors
2534,5000,1330,ME,300B,1C5,UMMHC-Memorial Campus,HH,NA,High Honors,3.59,High Honors,3.6,Honors,3,High Honors,High Honors,High Honors,Honors
2535,5001,1330,SU,300,3B5,Cape Cod Hospital,H,NA,High Honors,3.67,Pass,71,Pass,76,Honors,High Honors,Pass,Pass
2536,4900,1150,FC,300,S1A,Worcester Area North,H,NA,Honors,36.88,NA,13.2,High Honors,13.88,Honors,Honors,NA,High Honors
2537,4900,1150,PE,300,S1B,Baystate Medical Center,H,NA,Honors,3,NA,88,High Honors,90,Honors,Honors,NA,High Honors
2538,4900,1150,PS,300,S1C,Cape Cod Hospital,H,NA,NA,NA,Honors,87,Honors,82,Honors,NA,Honors,Honors
2539,4900,1150,SU,300,S2B,Cape Cod Hospital,H,NA,Honors,3.45,Honors,75,High Honors,78,Honors,Honors,Honors,High Honors
2540,4900,1150,OB,300,S2C,UMMHC-Memorial Campus,H,NA,Honors,36,High Honors,15,Honors,21,Honors,Honors,High Honors,Honors
2541,4901,1150,NU,302,3B4,Cape Cod Hospital,P,NA,Honors,2.91,Honors,81,Pass,10,Pass,Honors,Honors,Pass
2542,5200,1687,PS,300,S1A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,95,Honors,81,Pass,78,Honors,High Honors,Honors,Pass
2543,5200,1687,PE,300,S1B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.19,Pass,72,Honors,89,Honors,Honors,Pass,Honors
2544,5200,1687,FC,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,42.11,Honors,17.2,Honors,16.88,Honors,High Honors,Honors,Honors
2545,5201,1687,OB,300,S3C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,38,Honors,11,Honors,22,Honors,Honors,Honors,Honors
2546,5200,1687,ME,300B,2A5,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.58,Pass,2.8,Pass,2.5,Honors,High Honors,Pass,Pass
2547,5200,1687,NU,302,2C3,"Baystate Medical Center - Springfield, MA",P,NA,Honors,3.33,Honors,79,Pass,10,Pass,Honors,Honors,Pass
2548,5201,1687,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.33,Pass,72,High Honors,78,Honors,Honors,Pass,High Honors
2549,4900,1215,PE,300,S1A,UMMHC-University Campus,H,NA,Honors,3.34,NA,77,Honors,85,Honors,Honors,NA,Honors
2550,4900,1215,PS,300,S1B,UMMHC-8 East,H,NA,NA,NA,Honors,86,Honors,86,Honors,NA,Honors,Honors
2551,4900,1215,FC,300,S1C,Boston Area,H,NA,High Honors,38.88,NA,12.6,Pass,12.71,Honors,High Honors,NA,Pass
2552,4901,1215,SU,300,S3B,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.54,Pass,63,High Honors,81,Honors,High Honors,Pass,High Honors
2553,4901,1215,OB,300,S3C,UMMHC-Memorial Campus,H,NA,High Honors,43,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
2554,4900,1215,NU,302,2B3,Lahey Hospital & Medical Center,H,NA,Honors,3.4,Honors,83,Pass,13,Honors,Honors,Honors,Pass
2555,5400,1867,PE,300,S1A,"Baystate Medical Center - Springfield, MA",P,2.95,Honors,3.05,Pass,73,Honors,87,Pass,Honors,Pass,Honors
2556,5300,1867,FC,300,S1B,"Baystate Medical Center - Springfield, MA",H,87.07,Honors,39.77,Pass,15.53,Honors,16.77,Honors,Honors,Pass,Honors
2557,5300,1867,PS,300,S1C,"Baystate Medical Center - Springfield, MA",P,86,High Honors,93,Pass,74,Pass,78,Pass,High Honors,Pass,Pass
2558,5300,1867,OB,300,S2A,"Baystate Medical Center - Springfield, MA",H,82,High Honors,44,PASS,7,PASS,19,Honors,High Honors,Pass,Pass
2559,5300,1867,SU,300,2B5,"Baystate Medical Center - Springfield, MA",H,2.8,Honors,3,Pass,65,High Honors,79,Honors,Honors,Pass,High Honors
2560,5301,1867,ME,300B,3B5,"Baystate Medical Center - Springfield, MA",H,3.22,High Honors,3.51,PASS,2,Honors,3,Honors,High Honors,Pass,Honors
2561,5301,1867,NU,302,3C3,"Baystate Medical Center - Springfield, MA",H,83.4,Honors,3.48,Honors,78,PASS,14,Honors,Honors,Honors,Pass
2562,5300,1825,PE,300,S2A,"Baystate Medical Center - Springfield, MA",HH,3.87,High Honors,3.77,Honors,89,High Honors,93,High Honors,High Honors,Honors,High Honors
2563,5300,1825,FC,300,S2B,"Baystate Medical Center - Springfield, MA",HH,94.81,High Honors,43.34,Honors,17.86,High Honors,18.71,High Honors,High Honors,Honors,High Honors
2564,5300,1825,PS,300,S2C,"Baystate Medical Center - Springfield, MA",HH,95,High Honors,98,High Honors,92,High Honors,90,High Honors,High Honors,High Honors,High Honors
2565,5301,1825,OB,300,S3C,"Baystate Medical Center - Springfield, MA",HH,94,High Honors,43,High Honors,15,Honors,21,High Honors,High Honors,High Honors,Honors
2566,5300,1825,ME,300B,1A5,"Baystate Medical Center - Springfield, MA",H,3.42,Honors,3.44,Honors,3,High Honors,3.5,Honors,Honors,Honors,High Honors
2567,5300,1825,NU,302,1B3,"Baystate Medical Center - Springfield, MA",HH,94.2,High Honors,3.64,Honors,84,High Honors,20,High Honors,High Honors,Honors,High Honors
2568,5301,1825,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.4,High Honors,3.92,Honors,79,High Honors,83,Honors,High Honors,Honors,High Honors
2569,5300,1746,OB,300,S1A,UMMHC-Memorial Campus,H,80,Honors,39,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2570,5300,1746,FC,300,S2A,Worcester Area North,H,89.7,High Honors,44.16,Pass,15.92,Honors,17.42,Honors,High Honors,Pass,Honors
2571,5300,1746,PE,300,S2B,UMMHC-University Campus,P,2.89,Honors,3.15,Pass,72,Pass,83,Pass,Honors,Pass,Pass
2572,5300,1746,PS,300,S2C,TaraVista Behavioral Health Center,HH,90,High Honors,86,Honors,90,High Honors,88,High Honors,High Honors,Honors,High Honors
2573,5300,1746,SU,300,1C5,Saint Vincent Hospital Massachusetts,H,3.2,High Honors,3.74,Honors,76,Pass,67,Honors,High Honors,Honors,Pass
2574,5301,1746,ME,300B,3A5,Milford Regional Medical Center,H,3.11,Honors,3.44,Pass,2.1,Pass,2.5,Honors,Honors,Pass,Pass
2575,5301,1746,NU,302,3B3,UMMHC-University Campus,H,74.7,Honors,3.48,Honors,75,Pass,14,Honors,Honors,Honors,Pass
2576,5000,1372,OB,300,S1A,UMMHC-Memorial Campus,H,NA,Honors,37,Honors,11,Honors,20,Honors,Honors,Honors,Honors
2577,5000,1372,PS,300,S2A,Berkshire Medical Center,H,NA,NA,NA,Honors,81,Honors,81,Honors,NA,Honors,Honors
2578,5000,1372,PE,300,S2B,UMMHC-University Campus,H,NA,Honors,3.08,NA,84,Honors,85,Honors,Honors,NA,Honors
2579,5000,1372,FC,300,S2C,Worcester Area South,H,NA,Honors,35.68,NA,12.3,Honors,12.42,Honors,Honors,NA,Honors
2580,5000,1372,SU,300,1B5,Cape Cod Hospital,H,NA,High Honors,3.61,Honors,79,Pass,72,Honors,High Honors,Honors,Pass
2581,5001,1372,ME,300B,3B5,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.68,High Honors,3.7,High Honors,4,High Honors,High Honors,High Honors,High Honors
2582,5001,1372,NU,302,3C3,Lahey Hospital & Medical Center,S,NA,NA,NA,HONORS,79,Pass,10,Satisfactory,NA,Honors,Pass
2583,5300,1819,OB,300,S2A,"Baystate Medical Center - Springfield, MA",H,79,Honors,39,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2584,5300,1819,PS,300,S2C,"Baystate Medical Center - Springfield, MA",HH,94,High Honors,99,Honors,85,High Honors,89,High Honors,High Honors,Honors,High Honors
