"","RecordNumber","DateReported","DateOccurred","TimeOccurred","GeographicAreaID","GeographicAreaName","GeographicSubAreaID","Part1_2","CrimeCode","CrimeCodeDesc","VictimAge","VictimSex","VictimEthnicity","CrimeSceneCode","CrimeSceneDesc","CaseStatus","CaseStatusDesc","CrimeCode1","CrimeCode2","AddressCrime","LatitudeCrime","LongitudeCrime","CriminalCharacteristicCodes","WeaponUsedCode","WeaponUsedDesc","CrossStreet","CrimeCode3"
"532","211004916",2021-01-30,2020-12-15,"1200","10","West Valley","1063","1","310","BURGLARY","48","M","H","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"18400    BURBANK                      BL","34.1718","-118.5338","0344 1822 9999",NA,NA,NA,NA
"533","221915597",2022-10-11,2020-06-01,"5","19","Mission","1916","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","9","F","H","109","PARK/PLAYGROUND","IC","Invest Cont","812","860","13100    BORDEN                       AV","34.3082","-118.4441","0913 1817 0510 0522 2033 2024 0400 1258","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"534","231713766",2023-08-05,2020-07-03,"100","17","Devonshire","1723","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","22","M","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","626",NA,"20400    SHAMROCK                     PL","34.2649","-118.5791","0913 0444 2000 0416 1813","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"535","222006554",2022-02-26,2020-02-26,"2230","20","Olympic","2017","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","21","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","236",NA,"100 S  BERENDO                      ST","34.0727","-118.2942","0334 0411 0445 0449 0913 1241 1821 2000","205","KITCHEN KNIFE",NA,NA
"536","231510452",2023-05-24,2020-05-24,"1045","15","N Hollywood","1521","2","354","THEFT OF IDENTITY","33","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6900    ATOLL                        AV","34.1958","-118.4203","1822 0100 0928",NA,NA,NA,NA
"537","231308569",2023-04-01,2020-01-01,"900","13","Newton","1391","2","354","THEFT OF IDENTITY","19","F","B","750","CYBERSPACE","IC","Invest Cont","354",NA,"6400 S  BROADWAY","33.9789","-118.2795","0100",NA,NA,NA,NA
"538","211504819",2021-01-22,2020-07-10,"1200","15","N Hollywood","1547","1","510","VEHICLE - STOLEN","0",NA,NA,"707","GARAGE/CARPORT","IC","Invest Cont","510",NA,"11400    CHANDLER                     BL","34.1681","-118.379",NA,NA,NA,NA,NA
"539","210608827",2021-04-23,2020-12-15,"1400","6","Hollywood","667","1","310","BURGLARY","53","M","W","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"5800    SANTA MONICA                 BL","34.0944","-118.319","0358 0344 1822",NA,NA,NA,NA
"540","231008104",2023-04-17,2020-04-01,"1355","10","West Valley","1011","2","354","THEFT OF IDENTITY","62","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"19500    LEADWELL                     ST","34.2035","-118.5579","1822",NA,NA,NA,NA
"541","230507151",2023-03-24,2020-06-26,"600","5","Harbor","511","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","13","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","956",NA,"1600    256TH                        ST","33.7915","-118.3043","0514 0940 1251 1258",NA,NA,NA,NA
"542","221804340",2022-01-08,2020-03-07,"1420","18","Southeast","1849","2","354","THEFT OF IDENTITY","34","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2100 E  114TH                        ST","33.9315","-118.2349","0100 1822 0929 0922 0930",NA,NA,NA,NA
"543","230718552",2023-12-16,2020-08-17,"1730","7","Wilshire","747","2","354","THEFT OF IDENTITY","60","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1100 S  HIGHLAND                     AV","34.0557","-118.3406","1822 0100",NA,NA,NA,NA
"544","230514897",2023-10-19,2020-08-19,"2145","5","Harbor","585","2","354","THEFT OF IDENTITY","36","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1100 W  24TH                         ST","33.7225","-118.3013","0100",NA,NA,NA,NA
"545","221507119",2022-03-11,2020-11-01,"400","15","N Hollywood","1545","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","16","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","236",NA,"12000    HESBY                        ST","34.1622","-118.3943","2000 0408 1259","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"546","231515086",2023-09-20,2020-03-16,"1415","15","N Hollywood","1532","2","354","THEFT OF IDENTITY","25","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"5800    LAUREL CANYON                BL","34.1797","-118.4014","1501",NA,NA,NA,NA
"547","221908685",2022-04-25,2020-03-07,"1640","19","Mission","1974","2","354","THEFT OF IDENTITY","19","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"9000    TOBIAS                       AV","34.2336","-118.4517","0917 0929 0930 0923",NA,NA,NA,NA
"548","231419365",2023-10-26,2020-06-01,"1200","14","Pacific","1473","2","354","THEFT OF IDENTITY","33","M","H","710","OTHER PREMISE","IC","Invest Cont","354",NA,"7200 W  MANCHESTER                   AV","33.9599","-118.4237","0377",NA,NA,NA,NA
"549","221507756",2022-03-31,2020-12-05,"1200","15","N Hollywood","1522","2","354","THEFT OF IDENTITY","33","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6600    ATOLL                        AV","34.1899","-118.4189","0377",NA,NA,NA,NA
"550","221213844",2022-05-24,2020-05-08,"1320","12","77th Street","1232","2","354","THEFT OF IDENTITY","31","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"3300 W  60TH                         ST","33.9872","-118.3277","0100 0928",NA,NA,NA,NA
"551","222104705",2022-01-22,2020-01-22,"400","21","Topanga","2128","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","16","M","O","501","SINGLE FAMILY DWELLING","AO","Adult Other","812","860","20300    ARMINTA                      ST","34.2132","-118.5754","0522","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"552","221519127",2022-12-30,2020-12-17,"1050","15","N Hollywood","1585","2","354","THEFT OF IDENTITY","40","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"4200    ELMER                        AV","34.145","-118.3768","0928",NA,NA,NA,NA
"553","220505934",2022-02-19,2020-02-19,"825","5","Harbor","501","1","330","BURGLARY FROM VEHICLE","33","M","H","108","PARKING LOT","IC","Invest Cont","330",NA,"700 W  182ND                        ST","33.8696","-118.2863","1300 1309 0329 0344 1607",NA,NA,NA,NA
"554","231211752",2023-04-14,2020-11-10,"1","12","77th Street","1243","2","354","THEFT OF IDENTITY","27","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1700 W  64TH                         ST","33.9814","-118.3068","0100",NA,NA,NA,NA
"555","222109748",2022-05-27,2020-03-28,"1745","21","Topanga","2157","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","34","M","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","956",NA,"21000    VANOWEN                      ST","34.1938","-118.5906","1912",NA,NA,NA,NA
"556","210806271",2021-02-26,2020-10-31,"1530","8","West LA","857","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","X","X","203","OTHER BUSINESS","AO","Adult Other","668","998","1100 S  BEVERLY                      DR","34.0571","-118.3967","1300 0601 1402",NA,NA,NA,NA
"557","221222580",2022-10-30,2020-06-01,"1500","12","77th Street","1267","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","10","F","B","501","SINGLE FAMILY DWELLING","AO","Adult Other","627",NA,"800 W  83RD                         ST","33.9636","-118.2871","0913 0416 1258 0553","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"558","221418375",2022-10-30,2020-10-30,"2025","14","Pacific","1458","2","624","BATTERY - SIMPLE ASSAULT","23","F","H","103","ALLEY","IC","Invest Cont","624",NA,"4900 S  SLAUSON                      AV","33.9949","-118.4089","0400 0342 0444","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"559","231812149",2023-06-19,2020-12-24,"955","18","Southeast","1822","2","354","THEFT OF IDENTITY","76","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"100 W  98TH                         ST","33.9472","-118.2739","1202 0100 1822 0930",NA,NA,NA,NA
"560","211410751",2021-04-30,2020-06-12,"930","14","Pacific","1438","2","354","THEFT OF IDENTITY","30","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"3700    VETERAN                      AV","0","0","1501",NA,NA,NA,NA
"561","211106748",2021-03-21,2020-01-01,"1200","11","Northeast","1107","2","354","THEFT OF IDENTITY","50","F","F","710","OTHER PREMISE","IC","Invest Cont","354",NA,"1500    OAK GROVE                    DR","34.1312","-118.1997","0930 1822",NA,NA,NA,NA
"562","220106363",2022-02-10,2020-10-01,"300","1","Central","132","1","121","RAPE, FORCIBLE","31","F","W","503","HOTEL","IC","Invest Cont","121",NA,"200 S  OLIVE                        ST","34.0535","-118.2491","0913 1802 1206 0532 0510 0519 0507 0527 1402","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"563","221217696",2022-08-13,2020-12-01,"1605","12","77th Street","1258","2","354","THEFT OF IDENTITY","56","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"100 E  73RD                         ST","33.9738","-118.2739","0100 0930 1822",NA,NA,NA,NA
"564","220414491",2022-10-20,2020-10-19,"2000","4","Hollenbeck","442","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1000    LORD                         ST","34.0577","-118.2134",NA,NA,NA,NA,NA
"565","221612433",2022-09-15,2020-12-03,"800","16","Foothill","1672","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","74","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","341","998","11800    PEORIA                       ST","34.2312","-118.3903","0344 1402",NA,NA,NA,NA
"566","200207955",2020-03-19,2020-03-19,"130","2","Rampart","236","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1900    MIRAMAR                      ST","34.0632","-118.2693",NA,NA,NA,NA,NA
"567","230108364",2023-03-08,2020-12-16,"1850","1","Central","166","2","354","THEFT OF IDENTITY","43","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"600    WALL                         ST","34.0435","-118.2471","0928",NA,NA,NA,NA
"568","231205719",2023-01-30,2020-04-07,"1259","12","77th Street","1243","2","354","THEFT OF IDENTITY","20","F","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6200 S  DENKER                       AV","33.979","-118.3112","0100 0928",NA,NA,NA,NA
"569","220220118",2022-11-12,2020-11-12,"1","2","Rampart","261","2","354","THEFT OF IDENTITY","44","F","O","710","OTHER PREMISE","IC","Invest Cont","354",NA,"2200 W  8TH                          ST","34.0554","-118.2789","0100",NA,NA,NA,NA
"570","221209255",2022-03-24,2020-08-28,"1325","12","77th Street","1251","2","354","THEFT OF IDENTITY","46","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"6700    BRYNHURST                    AV","33.9781","-118.3338","0930 0922",NA,NA,NA,NA
"571","221704329",2022-01-03,2020-06-05,"1510","17","Devonshire","1775","2","354","THEFT OF IDENTITY","42","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"9200    ENCINO                       AV","34.2377","-118.5156","1822",NA,NA,NA,NA
"572","221913658",2022-08-24,2020-03-03,"1","19","Mission","1902","2","354","THEFT OF IDENTITY","41","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"13300    DRONFIELD                    AV","34.3129","-118.4438",NA,NA,NA,NA,NA
"573","221806506",2022-02-25,2020-08-01,"1120","18","Southeast","1864","2","354","THEFT OF IDENTITY","24","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"800 E  116TH                        ST","33.9292","-118.2604","1822 0929",NA,NA,NA,NA
"574","212009203",2021-05-15,2020-12-05,"730","20","Olympic","2069","2","900","VIOLATION OF COURT ORDER","43","M","H","726","POLICE FACILITY","AO","Adult Other","900",NA,"1100 S  VERMONT                      AV","34.0499","-118.2879","0913 2000",NA,NA,NA,NA
"575","230208100",2023-03-26,2020-01-12,"1300","2","Rampart","266","2","354","THEFT OF IDENTITY","31","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"700 S  UNION                        AV","34.0531","-118.2738","1822 0100",NA,NA,NA,NA
"576","231505784",2023-02-13,2020-10-14,"2000","15","N Hollywood","1544","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"5100    LAUREL CANYON                BL","34.1613","-118.4008","0400 2000 1243","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"577","221404692",2022-01-15,2020-11-01,"1","14","Pacific","1431","2","886","DISTURBING THE PEACE","56","M","W","101","STREET","AO","Adult Other","886",NA,"MAIN                         ST","33.988","-118.4703","1501",NA,NA,"CLUBHOUSE                    AV",NA
"578","241804050",2024-01-01,2020-04-01,"1506","18","Southeast","1824","2","354","THEFT OF IDENTITY","30","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"9300 S  CENTRAL                      AV","33.9518","-118.2554","0930 1822",NA,NA,NA,NA
"579","240904134",2024-01-04,2020-03-01,"900","9","Van Nuys","926","2","901","VIOLATION OF RESTRAINING ORDER","30","F","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","901",NA,"6700    MURIETTA                     AV","34.1917","-118.4389","2038 1501",NA,NA,NA,NA
"580","231806065",2023-02-06,2020-01-01,"1200","18","Southeast","1827","2","813","CHILD ANNOYING (17YRS & UNDER)","11","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","813",NA,"10100    WILMINGTON                   AV","33.9446","-118.2391","0913 1251 1258 0510",NA,NA,NA,NA
"581","220508966",2022-05-09,2020-10-28,"815","5","Harbor","513","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","35","F","H","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","956",NA,"25000    FRAMPTON                     AV","33.7978","-118.2999","1906",NA,NA,NA,NA
"582","222106102",2022-02-25,2020-12-13,"1430","21","Topanga","2156","2","354","THEFT OF IDENTITY","-1","M","W","101","STREET","IC","Invest Cont","354",NA,"6600    TOPANGA CANYON               BL","34.1904","-118.6059","1822 0377",NA,NA,NA,NA
"583","221419817",2022-11-02,2020-12-04,"1005","14","Pacific","1469","2","354","THEFT OF IDENTITY","22","F","B","504","OTHER RESIDENCE","IC","Invest Cont","354",NA,"6900    KNOWLTON                     PL","33.975","-118.3713","0100",NA,NA,NA,NA
"584","210117309",2021-09-22,2020-10-21,"1200","1","Central","155","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","0","M","O","725","GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","IC","Invest Cont","845",NA,"200 E  6TH                          ST","34.0448","-118.2474","1501 2021",NA,NA,NA,NA
"585","220206927",2022-03-08,2020-11-01,"1","2","Rampart","236","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","37","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","930",NA,"1900 W  COURT                        ST","34.0682","-118.2663","1822 0443 0432","511","VERBAL THREAT",NA,NA
"586","231611191",2023-08-17,2020-03-01,"1200","16","Foothill","1642","2","354","THEFT OF IDENTITY","65","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"10100    HADDON                       AV","34.2537","-118.421","1202 1822",NA,NA,NA,NA
"587","231512148",2023-07-12,2020-01-01,"1545","15","N Hollywood","1548","2","354","THEFT OF IDENTITY","25","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"11000    MAGNOLIA                     BL","34.1667","-118.3702","0922 0929 0930 1822",NA,NA,NA,NA
"588","221706445",2022-03-08,2020-06-05,"2030","17","Devonshire","1723","2","354","THEFT OF IDENTITY","52","F","V","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"10300    VARIEL                       AV","34.2572","-118.5929","0928",NA,NA,NA,NA
"589","231207678",2023-03-02,2020-05-01,"600","12","77th Street","1257","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"104","DRIVEWAY","IC","Invest Cont","420",NA,"7600 S  FIGUEROA                     ST","33.9708","-118.2827",NA,NA,NA,NA,NA
"590","210809259",2021-05-12,2020-12-12,"2100","8","West LA","811","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","13","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","956",NA,"1600    CHASTAIN PKWY","34.0755","-118.5479","1906 0514",NA,NA,NA,NA
"591","231709524",2023-05-01,2020-02-01,"200","17","Devonshire","1747","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","23","F","F","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","236",NA,"16900    BLACKHAWK                    ST","34.2589","-118.5006","0913 1813 2000 0408 0401","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"592","232112798",2023-08-11,2020-08-11,"1755","21","Topanga","2146","2","354","THEFT OF IDENTITY","45","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"6900    OWENSMOUTH                   AV","34.1956","-118.6015","1822 0917 0929 0930 0923",NA,NA,NA,NA
"593","221611892",2022-08-26,2020-04-15,"1200","16","Foothill","1605","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","13","F","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","815",NA,"11600    GLADSTONE                    AV","34.2808","-118.396","0913 1814 0515","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"594","220126052",2022-12-08,2020-09-27,"1","1","Central","148","2","354","THEFT OF IDENTITY","31","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"600 E  5TH                          ST","34.0438","-118.2416","0930 1822",NA,NA,NA,NA
"595","221506014",2022-02-20,2020-02-17,"2200","15","N Hollywood","1526","1","510","VEHICLE - STOLEN","0",NA,NA,"104","DRIVEWAY","AA","Adult Arrest","510",NA,"11500    CALVERT                      ST","34.1812","-118.3817",NA,NA,NA,NA,NA
"596","221404829",2022-01-18,2020-07-16,"300","14","Pacific","1487","1","310","BURGLARY","-1","X","X","203","OTHER BUSINESS","IC","Invest Cont","310",NA,"8600 S  SEPULVEDA                    BL","33.9598","-118.3962","0344",NA,NA,NA,NA
"597","221509250",2022-05-05,2020-03-01,"1200","15","N Hollywood","1585","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"11100    AQUA VISTA                   ST","34.145","-118.3725","2000 0400 0416 0444","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"598","221421185",2022-12-20,2020-09-22,"1200","14","Pacific","1469","2","354","THEFT OF IDENTITY","44","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"7100    ALVERN                       ST","33.9752","-118.3772","1822 0930 0929",NA,NA,NA,NA
"599","211505747",2021-02-15,2020-08-16,"1030","15","N Hollywood","1532","2","354","THEFT OF IDENTITY","28","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"5600    LAUREL CANYON                BL","34.1797","-118.4014","0377",NA,NA,NA,NA
"600","231006812",2023-02-22,2020-10-27,"1945","10","West Valley","1041","1","121","RAPE, FORCIBLE","30","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","121",NA,"5600    CALVIN                       AV","34.1794","-118.5557","0527","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"601","220204516",2022-01-13,2020-08-01,"1000","2","Rampart","237","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"710","OTHER PREMISE","IC","Invest Cont","420",NA,"200    WITMER                       ST","34.061","-118.2615",NA,NA,NA,NA,NA
"602","222007542",2022-03-23,2020-03-22,"2300","20","Olympic","2014","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","35","M","A","501","SINGLE FAMILY DWELLING","AO","Adult Other","626",NA,"4200 W  1ST                          ST","34.0737","-118.3029","0416 0447 0913 1243 1813 2000","500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"603","220117108",2022-07-29,2020-12-25,"1040","1","Central","147","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","48","F","B","152","UNDERPASS/BRIDGE*","IC","Invest Cont","440",NA,"300 E  5TH                          ST","34.0453","-118.2443","1218 1822 2032 0344",NA,NA,NA,NA
"604","231006256",2023-02-27,2020-06-02,"1916","10","West Valley","1088","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","M","O","108","PARKING LOT","AO","Adult Other","740",NA,"16200    VENTURA                      BL","34.1568","-118.4864","1822 0329",NA,NA,NA,NA
"605","221218637",2022-07-12,2020-08-01,"1200","12","77th Street","1203","1","310","BURGLARY","38","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","310",NA,"5000    DENKER                       AV","33.9994","-118.3108","0344 0346 1822 0358",NA,NA,NA,NA
"606","231716502",2023-10-12,2020-03-10,"1347","17","Devonshire","1795","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","37","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","341",NA,"17200    RAYMER                       ST","34.2243","-118.507","0344",NA,NA,NA,NA
"607","221517779",2022-11-25,2020-10-20,"2230","15","N Hollywood","1553","2","354","THEFT OF IDENTITY","25","F","W","710","OTHER PREMISE","IC","Invest Cont","354",NA,"4700    BEN                          AV","34.1558","-118.3943","0930 0928 1822",NA,NA,NA,NA
"608","230206138",2023-02-15,2020-05-27,"1200","2","Rampart","216","2","354","THEFT OF IDENTITY","46","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"400    CORONADO                     TR","34.0721","-118.2723","0377 1822 0929 0930",NA,NA,NA,NA
"609","231013475",2023-09-07,2020-06-07,"1020","10","West Valley","1044","2","354","THEFT OF IDENTITY","69","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"18300    HATTERAS                     ST","34.1774","-118.5308","1822 0922 0929 0925 0930 0928",NA,NA,NA,NA
"610","220515869",2022-11-11,2020-11-06,"1200","5","Harbor","564","2","354","THEFT OF IDENTITY","26","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"200 S  CENTRE                       ST","33.7424","-118.2836","0100 0926",NA,NA,NA,NA
"611","230612659",2023-07-08,2020-06-01,"850","6","Hollywood","622","2","354","THEFT OF IDENTITY","45","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2200    CHELAN                       DR","34.113","-118.3473","1822 0928",NA,NA,NA,NA
"612","220208449",2022-04-07,2020-01-01,"800","2","Rampart","247","2","813","CHILD ANNOYING (17YRS & UNDER)","10","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","813",NA,"400 S  BURLINGTON                   AV","34.0605","-118.2695","0913 1817 1251 1258 0510 0522","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"613","231007020",2023-03-21,2020-08-01,"1200","10","West Valley","1049","1","121","RAPE, FORCIBLE","16","F","H","503","HOTEL","AA","Adult Arrest","121",NA,"6300    WOODLEY                      AV","34.1822","-118.4836",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"614","210709140",2021-05-28,2020-05-28,"45","7","Wilshire","743","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"5900 W  OLYMPIC                      BL","34.0575","-118.3599",NA,NA,NA,NA,NA
"615","211505552",2021-02-10,2020-12-20,"1400","15","N Hollywood","1545","1","310","BURGLARY","52","M","W","707","GARAGE/CARPORT","IC","Invest Cont","310",NA,"5100    COLFAX                       AV","34.1649","-118.3921","1601 2004 0344",NA,NA,NA,NA
"616","231805059",2023-01-17,2020-03-15,"935","18","Southeast","1841","2","354","THEFT OF IDENTITY","33","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"10400 S  HOOVER                       ST","33.9423","-118.287","1822 0100 0930 0929",NA,NA,NA,NA
"617","220110263",2022-04-13,2020-04-30,"1200","1","Central","134","2","354","THEFT OF IDENTITY","52","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"300 W  3RD                          ST","34.051","-118.248","0930 0377",NA,NA,NA,NA
"618","231715837",2023-09-28,2020-10-28,"800","17","Devonshire","1776","2","662","BUNCO, GRAND THEFT","65","F","W","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","662",NA,"16700    KINZIE                       ST","34.2485","-118.4965","0913",NA,NA,NA,NA
"619","221810106",2022-04-24,2020-11-18,"1","18","Southeast","1841","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","-1","X","X","726","POLICE FACILITY","IC","Invest Cont","845",NA,"11200    SOUTHWEST                    BL","33.9334","-118.2886","1822 1501 2021",NA,NA,NA,NA
"620","222107696",2022-04-05,2020-04-15,"1200","21","Topanga","2105","2","354","THEFT OF IDENTITY","61","M","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"8400    TOPANGA CANYON               BL","34.2224","-118.606","0377 1822",NA,NA,NA,NA
"621","231208669",2023-02-16,2020-07-20,"1305","12","77th Street","1256","2","354","THEFT OF IDENTITY","16","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"700 W  73RD                         ST","33.9736","-118.2858","0100 0930 0929 0922",NA,NA,NA,NA
"622","222007966",2022-04-02,2020-04-02,"10","20","Olympic","2036","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"700 S  CATALINA                     ST","34.0598","-118.2954",NA,NA,NA,NA,NA
"623","230215957",2023-07-11,2020-07-11,"2255","2","Rampart","236","2","354","THEFT OF IDENTITY","35","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"100 S  MOUNTAIN VIEW                AV","34.0648","-118.2708","0100 0928",NA,NA,NA,NA
